x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 2 1.0000 2.2362 1.6018 0.1264 5.0018 0.2012 2.7122 0.2592 10.8897 1.9820 0.0807 0.0034 -183.0672 2.4337 1 1 0 0 0 0 0
1 2 2.0007 1.9999 0.3549 0.0623 -4.3198 1.3607 6.7162 1.3608 5.9754 2.4718 0.0727 0.0016 -299.1850 1.9335 1 1 0 0 0 0 0
2 2 3.0007 0.9990 0.5472 0.0356 4.7117 0.2043 3.0840 0.2359 4.2301 0.6200 0.0291 0.3162 -256.6781 1.5779 2 1 0 0 0 0 0
2 2 3.0007 0.9990 0.1422 0.0271 -16.6237 0.9512 4.3235 0.9505 1.5412 0.6969 0.0291 0.3162 -256.6781 1.5779 2 1 0 0 0 0 0
3 2 nan nan 1.3346 0.0339 1.3614 0.0955 3.2996 0.0988 11.0385 0.6194 0.0331 0.2981 -278.5970 0.7070 2 2 0 0 0 0 0
3 2 nan nan 0.3893 0.0347 -13.8498 0.3186 2.9288 0.2976 2.8579 0.5711 0.0331 0.2981 -278.5970 0.7070 2 2 0 0 0 0 0
4 2 nan nan 0.6030 0.0833 -0.4389 0.4170 2.2377 0.4520 3.3825 1.2448 0.0512 0.3892 -206.7065 2.0296 2 2 0 0 0 0 0
4 2 nan nan 0.1438 0.0290 -15.2661 4.1377 13.7264 3.4058 4.9464 2.4706 0.0512 0.3892 -206.7065 2.0296 2 2 0 0 0 1 0
5 2 nan nan 0.9793 0.0621 -0.6231 0.4158 5.6823 0.4158 13.9479 1.9693 0.0632 0.0433 -306.5486 2.6308 1 2 0 0 0 0 0
0 3 1.0000 2.6459 0.5510 0.0541 4.1401 0.2325 2.7741 0.3064 3.8316 0.8409 0.0243 0.0000 -264.2143 5.8564 2 1 0 0 0 0 0
0 3 1.0000 2.6459 0.0871 0.0298 -47.3285 2.1224 5.3825 2.1224 1.1757 1.0234 0.0243 0.0000 -264.2143 5.8564 2 1 0 0 0 0 0
1 3 2.0010 2.4494 0.4590 0.0628 -2.8520 0.9430 5.9727 0.9430 6.8712 2.1728 0.0631 0.0007 -289.6780 2.7709 1 2 0 0 1 0 0
2 3 3.0013 1.7311 1.1861 0.1192 0.6583 0.4594 3.9738 0.4631 11.8149 2.7027 0.1260 0.0401 -268.3113 1.0981 2 1 0 0 0 0 0
2 3 3.0013 1.7311 0.7096 0.1557 -18.2704 0.6455 2.7384 0.7333 4.8710 2.6593 0.1260 0.0401 -268.3113 1.0981 2 1 0 0 0 0 0
3 3 nan nan 0.8287 0.0211 2.1721 0.1089 2.0865 0.0658 4.3340 0.2506 0.0180 0.1107 -516.0983 1.3224 1 2 0 0 0 0 0
4 3 nan nan 0.2270 0.0243 1.0115 0.6306 5.0127 0.6863 2.8526 0.7370 0.0266 0.0983 -250.2616 2.2230 2 1 0 0 0 0 0
4 3 nan nan 0.1260 0.0388 -14.1597 0.9596 2.4446 1.0197 0.7718 0.6593 0.0266 0.0983 -250.2616 2.2230 2 1 0 0 0 0 0
5 3 nan nan 0.4853 0.0447 4.7164 0.0440 2.6498 0.0899 3.2231 0.4161 0.0023 0.0000 -413.8733 23.5881 2 2 0 0 0 0 0
5 3 nan nan 0.0499 0.0032 -14.1252 1.5364 14.1715 1.4407 1.7738 0.3061 0.0023 0.0000 -413.8733 23.5881 2 2 0 0 1 1 0
0 4 1.0000 3.0003 1.6461 8.3253 3.5110 9.2322 1.8144 8.4360 7.4868 248.7194 0.0405 0.0018 -223.3293 3.5769 3 2 0 0 0 0 0
0 4 1.0000 3.0003 0.4358 0.0485 -17.0349 0.7086 4.7770 0.8074 5.2186 1.5605 0.0405 0.0018 -223.3293 3.5769 3 2 0 0 0 0 0
0 4 1.0000 3.0003 0.4356 0.0607 -5.2870 14.7308 2.0357 7.7000 2.2226 9.8886 0.0405 0.0018 -223.3293 3.5769 3 2 0 0 0 0 0
1 4 2.0013 2.8284 0.5466 0.0583 11.5196 0.1112 2.4003 0.1258 3.2887 0.5414 0.0029 0.1847 -461.5020 0.9678 2 1 0 0 0 0 0
1 4 2.0013 2.8284 0.0669 0.0114 4.7346 0.6869 2.7051 0.4464 0.4538 0.1647 0.0029 0.1847 -461.5020 0.9678 2 1 0 0 0 0 0
2 4 3.0019 2.2352 0.4747 0.0481 0.1119 0.7824 6.6832 0.7824 7.9515 1.8315 0.0636 0.0684 -219.8472 1.5418 1 1 0 0 0 0 0
3 4 nan nan 1.2057 0.0662 2.7942 0.2045 2.6863 0.1574 8.1184 0.9473 0.0437 0.0000 -184.7198 4.7326 1 1 0 0 0 0 0
4 4 nan nan 0.3262 0.0362 5.4583 0.7125 5.5621 0.7125 4.5476 1.1518 0.0451 0.4432 -410.9505 1.2118 1 2 0 0 0 0 0
5 4 nan nan 0.3798 0.0163 2.4948 0.1663 2.4693 0.1127 2.3506 0.2130 0.0161 0.3797 -416.7334 1.1109 2 2 0 0 0 0 0
5 4 nan nan 0.1718 0.0356 -63.3667 0.7319 1.7885 0.4785 0.7701 0.4086 0.0161 0.3797 -416.7334 1.1109 2 2 0 0 0 0 0
0 5 1.0000 3.3170 0.2181 0.0157 9.5464 0.2026 1.8776 0.1593 1.0266 0.1672 0.0063 0.0242 -628.9908 1.2901 1 2 0 0 0 0 0
1 5 2.0016 3.1623 0.2283 0.0041 -10.7832 0.5642 2.4946 1.1658 1.4275 0.7049 0.0287 0.0082 -425.5071 1.5657 2 1 0 0 0 0 0
1 5 2.0016 3.1623 0.2283 0.0250 0.2495 0.5452 2.5577 1.1243 1.4636 0.8740 0.0287 0.0082 -425.5071 1.5657 2 1 0 0 0 0 0
2 5 3.0025 2.6448 0.2503 0.0343 -2.6410 1.1710 7.3921 1.1710 4.6376 1.4717 0.0466 0.0734 -380.4329 1.5019 1 1 0 0 1 0 0
3 5 4.0023 1.4109 0.4509 0.0096 1.6109 0.0701 2.7812 0.0687 3.1437 0.1460 0.0074 0.0040 -432.9886 1.6780 1 1 0 0 0 0 0
4 5 nan nan 1.0780 0.1025 -19.9845 0.2598 2.1096 0.2475 5.7005 1.2743 0.0555 0.0522 -208.3323 1.6570 2 1 0 0 0 0 0
4 5 nan nan 1.1503 0.0581 2.4658 0.1903 2.8985 0.1575 8.3578 0.8994 0.0555 0.0522 -208.3323 1.6570 2 1 0 0 0 0 0
5 5 nan nan 0.3586 0.0301 10.1165 0.3129 2.8531 0.2582 2.5645 0.4667 0.0285 0.2286 -476.3485 1.1747 1 2 0 0 0 0 0
0 6 1.0000 3.6061 0.5919 0.1403 5.3477 0.4785 2.0189 0.5265 2.9955 1.6764 0.0484 0.0299 -351.5594 1.3944 1 1 0 0 0 0 0
1 6 2.0019 3.4643 0.3909 0.0717 -8.0773 1.4843 7.0099 1.4843 6.8684 2.9809 0.0920 0.1912 -287.0923 1.3550 1 1 0 0 1 0 0
2 6 3.0032 2.9991 2.8775 0.2479 1.6992 0.2567 1.9734 0.2108 14.2337 2.8776 0.1202 0.3253 -255.4859 1.5389 1 1 0 0 0 0 0
3 6 4.0032 1.9970 0.2013 0.0110 2.2445 0.2029 2.6886 0.1577 1.3566 0.1582 0.0100 0.2319 -606.0943 1.4664 1 1 0 0 0 0 0
4 6 nan nan 0.4894 0.0391 3.9727 0.3897 4.2231 0.3903 5.1806 0.9313 0.0372 0.1127 -229.4899 2.4588 1 1 0 0 1 0 0
