x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
1 3 2.0010 2.4494 0.1591 0.0075 1.3954 0.1087 3.5476 0.0846 1.4147 0.1024 0.0051 0.0000 -5043.8984 4.2978 5 1 6 1 1 0 0
1 3 2.0010 2.4494 0.3351 0.0174 4.9522 0.0425 0.8887 0.0283 0.7464 0.0638 0.0051 0.0000 -5043.8984 4.2978 5 1 6 0 0 0 0
2 3 3.0013 1.7311 0.6746 0.0134 10.8623 0.0117 0.6550 0.0130 1.1076 0.0444 0.0064 0.0187 -5030.1899 1.2626 5 1 6 0 0 0 0
2 3 3.0013 1.7311 0.5209 0.0082 8.7845 0.0171 0.9478 0.0185 1.2374 0.0440 0.0064 0.0187 -5030.1899 1.2626 5 1 6 0 0 0 0
2 3 3.0013 1.7311 0.1889 0.0093 12.6636 0.0806 0.9673 0.0658 0.4581 0.0551 0.0064 0.0187 -5030.1899 1.2626 5 1 6 0 0 0 0
2 3 3.0013 1.7311 0.0236 0.0039 3.5531 0.1235 0.7185 0.1501 0.0426 0.0175 0.0064 0.0187 -5030.1899 1.2626 5 1 6 0 0 0 0
2 3 3.0013 1.7311 0.1128 0.0038 6.6091 0.2939 3.7376 0.1493 1.0569 0.0796 0.0064 0.0187 -5030.1899 1.2626 5 1 6 0 0 1 0
0 4 1.0000 3.0003 1.3645 0.0453 0.5693 0.2362 6.1604 0.2362 21.0702 1.5344 0.1806 0.0000 -1188.8392 3.7608 1 2 1 0 1 0 0
1 4 2.0013 2.8284 1.8782 0.0804 2.7043 0.1845 3.7346 0.1845 17.5824 1.6580 0.2390 0.0000 -715.5859 4.5348 1 2 2 0 1 0 0
2 4 3.0019 2.2352 1.8984 0.0424 -0.3322 0.1266 4.0993 0.1339 19.5067 1.0874 0.1361 0.0000 -1446.1562 4.2616 2 3 3 0 1 0 0
2 4 3.0019 2.2352 0.8226 0.0419 -14.5775 0.2958 4.2193 0.3153 8.7002 1.1267 0.1361 0.0000 -1446.1562 4.2616 2 3 3 0 1 0 0
0 5 1.0000 3.3170 1.7265 0.1651 -14.0238 0.0873 0.7908 0.0873 3.4223 0.7411 0.2230 0.0000 -975.1940 3.7564 2 1 0 0 1 0 0
0 5 1.0000 3.3170 1.7368 0.2088 -7.1894 0.0686 0.4944 0.0686 2.1523 0.5933 0.2230 0.0000 -975.1940 3.7564 2 1 0 0 0 0 0
1 5 2.0016 3.1623 0.6086 0.1587 -0.4003 0.0254 0.7342 0.0723 1.1201 0.4312 0.0169 0.0000 -3672.9849 2.6710 3 2 0 1 1 0 0
1 5 2.0016 3.1623 0.4573 0.0863 -1.6131 0.4795 1.4376 0.1994 1.6480 0.5829 0.0169 0.0000 -3672.9849 2.6710 3 2 0 1 1 0 0
1 5 2.0016 3.1623 0.4571 0.0215 2.4854 0.1282 1.3258 0.0732 1.5191 0.1594 0.0169 0.0000 -3672.9849 2.6710 3 2 0 0 1 0 0
2 5 3.0025 2.6448 2.0157 0.2399 -20.4082 0.0628 0.4566 0.0628 2.3068 0.6294 0.2784 0.0000 -840.6782 2.6812 3 2 0 0 0 0 0
2 5 3.0025 2.6448 2.0221 0.2175 -11.0514 0.0701 0.5678 0.0721 2.8778 0.7143 0.2784 0.0000 -840.6782 2.6812 3 2 0 0 0 0 0
2 5 3.0025 2.6448 1.3975 0.0833 -2.4387 0.2707 3.9020 0.2848 13.6691 1.8717 0.2784 0.0000 -840.6782 2.6812 3 2 0 0 0 1 0
