x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
5 0 nan nan 0.1846 0.0089 -1.9528 0.2968 5.3078 0.2989 2.4562 0.2639 0.0115 0.1213 -240.5662 0.7146 2 3 0 0 0 0 0
5 0 nan nan 0.0248 0.0086 -29.0677 2.3046 5.7772 2.3224 0.3591 0.3183 0.0115 0.1213 -240.5662 0.7146 2 3 0 0 0 0 0
6 0 nan nan 0.5964 0.0461 -1.0951 0.5026 4.0462 0.5641 6.0493 1.3757 0.0445 0.5959 -157.4073 1.8801 3 2 0 0 0 0 0
6 0 nan nan 0.1474 0.0342 -43.4104 1.5837 5.9104 1.5837 2.1839 1.2277 0.0445 0.5959 -157.4073 1.8801 3 2 0 0 0 0 0
6 0 nan nan 0.5136 0.0681 -10.5626 0.5455 2.1953 0.3061 2.8260 0.8212 0.0445 0.5959 -157.4073 1.8801 3 2 0 0 0 0 0
0 1 1.0000 1.7321 0.3044 0.0144 -0.3587 0.2273 4.1694 0.2274 3.1813 0.3319 0.0135 0.0296 -182.9789 3.1254 1 3 0 0 0 0 0
1 1 2.0004 1.4141 0.3031 0.0027 -1.6731 0.3012 3.9277 0.3031 2.9844 0.2592 0.0222 0.0751 -184.6503 1.1527 2 3 0 0 0 0 0
1 1 2.0004 1.4141 0.0786 0.0270 22.8680 0.9644 2.7558 1.1718 0.5432 0.4966 0.0222 0.0751 -184.6503 1.1527 2 3 0 0 0 0 0
2 1 nan nan 0.8706 0.0652 -0.4351 0.3793 4.3335 0.3827 9.4573 1.6057 0.0730 0.0096 -200.6715 1.6232 3 3 0 0 0 0 0
2 1 nan nan 0.2624 0.0762 -56.8115 1.0710 3.2424 1.1016 2.1325 1.5539 0.0730 0.0096 -200.6715 1.6232 3 3 0 0 0 0 0
2 1 nan nan 0.1433 0.0361 39.3715 4.1790 14.3449 4.3289 5.1541 3.2462 0.0730 0.0096 -200.6715 1.6232 3 3 0 0 0 1 0
3 1 nan nan 0.9628 3.6801 6.3443 1.9453 1.6767 5.2786 4.0464 76.8986 0.0199 0.0036 -148.1534 4.1963 3 3 0 0 0 0 1
3 1 nan nan 0.1459 0.0189 -16.9486 1.3197 6.6613 1.4460 2.4369 0.9136 0.0199 0.0036 -148.1534 4.1963 3 3 0 0 0 0 1
3 1 nan nan 0.4931 0.1489 0.8889 2.5836 3.6619 1.6215 4.5262 3.9767 0.0199 0.0036 -148.1534 4.1963 3 3 0 0 0 0 1
4 1 nan nan 0.4747 0.0368 -0.6911 0.3066 3.7224 0.3106 4.4297 0.7414 0.0380 0.0036 -134.3506 0.9534 2 3 0 0 0 0 1
4 1 nan nan 0.1077 0.0264 176.8662 1.7410 6.1578 1.7410 1.6620 0.9919 0.0380 0.0036 -134.3506 0.9534 2 3 0 0 0 0 1
5 1 nan nan 0.9790 0.1089 3.1194 0.4974 3.4772 0.3741 8.5332 1.9691 0.0482 0.2559 -186.6525 1.3625 3 2 0 0 0 0 0
5 1 nan nan 0.1647 0.0247 -53.4916 2.5175 14.5746 2.5611 6.0184 2.1170 0.0482 0.2559 -186.6525 1.3625 3 2 0 0 0 1 0
5 1 nan nan 0.2319 0.0511 -6.9113 3.2289 5.0290 2.5305 2.9239 2.4386 0.0482 0.2559 -186.6525 1.3625 3 2 0 0 0 0 0
6 1 nan nan 0.3237 0.0356 -6.9041 0.8211 6.4521 0.8344 5.2357 1.3271 0.0478 0.0064 -197.7322 1.6751 2 3 0 0 0 0 0
6 1 nan nan 0.1111 0.0355 22.8780 2.3998 6.4887 2.4388 1.8064 1.4732 0.0478 0.0064 -197.7322 1.6751 2 3 0 0 0 0 0
0 2 1.0000 2.2362 0.4244 0.0035 3.2094 0.1791 3.7852 0.1830 4.0265 0.2290 0.0187 0.7340 -262.1260 0.8274 3 2 0 0 0 0 0
0 2 1.0000 2.2362 0.1165 0.0145 -18.2212 0.7801 5.4195 0.7927 1.5827 0.4576 0.0187 0.7340 -262.1260 0.8274 3 2 0 0 0 0 0
0 2 1.0000 2.2362 0.0303 0.0092 295.2392 4.7019 13.4742 4.7019 1.0246 0.7752 0.0187 0.7340 -262.1260 0.8274 3 2 0 0 0 1 0
1 2 2.0007 1.9999 0.9483 0.0195 -0.2746 0.1040 4.1711 0.1111 9.9151 0.4734 0.0188 0.0160 -229.3999 2.5911 2 2 0 0 0 0 0
1 2 2.0007 1.9999 0.2846 0.0201 -15.6979 0.3357 3.8705 0.3533 2.7610 0.4653 0.0188 0.0160 -229.3999 2.5911 2 2 0 0 0 0 0
2 2 3.0007 0.9990 0.4168 0.0315 -2.1844 0.4747 4.6038 0.4691 4.8096 0.8902 0.0326 0.2040 -131.5632 2.5753 2 3 0 0 0 0 0
2 2 3.0007 0.9990 0.1464 0.0229 -23.1442 1.8914 8.6415 2.0906 3.1704 1.3838 0.0326 0.2040 -131.5632 2.5753 2 3 0 0 0 0 0
3 2 nan nan 0.8903 0.0328 -2.1814 0.2387 5.4742 0.2673 12.2171 1.0679 0.0405 0.1157 -143.5633 1.2084 3 3 0 0 0 0 0
3 2 nan nan 0.1863 0.0418 -18.0823 0.8738 3.0582 0.8355 1.4285 0.7982 0.0405 0.1157 -143.5633 1.2084 3 3 0 0 0 0 0
3 2 nan nan 0.1702 0.0405 16.5823 0.9176 2.9825 0.7910 1.2724 0.7209 0.0405 0.1157 -143.5633 1.2084 3 3 0 0 0 0 0
4 2 nan nan 0.3733 0.0140 2.8202 0.2277 4.1417 0.2464 3.8751 0.3845 0.0150 0.2787 -245.6951 1.6406 3 3 0 0 0 0 0
4 2 nan nan 0.0721 0.0105 -49.4970 1.1591 6.8698 1.1591 1.2419 0.4216 0.0150 0.2787 -245.6951 1.6406 3 3 0 0 0 0 0
4 2 nan nan 0.1883 0.0177 -9.0004 0.3660 3.0160 0.4711 1.4239 0.3768 0.0150 0.2787 -245.6951 1.6406 3 3 0 0 0 0 0
5 2 nan nan 0.3378 0.0475 -4.3600 0.6862 4.9786 0.8653 4.2161 1.4291 0.0455 0.0529 -138.1811 1.6455 2 3 0 1 0 0 1
5 2 nan nan 0.0731 0.0355 3.1701 7.5216 20.9820 7.4109 3.8454 3.8871 0.0455 0.0529 -138.1811 1.6455 2 3 0 1 0 1 1
6 2 nan nan 0.9245 0.0693 -1.3182 0.4158 4.6385 0.4420 10.7496 1.9064 0.0843 0.0234 -170.6342 0.9475 3 2 0 0 0 0 0
6 2 nan nan 0.2070 0.0498 -149.3844 2.4198 8.7124 2.4198 4.5195 2.6445 0.0843 0.0234 -170.6342 0.9475 3 2 0 0 0 0 0
6 2 nan nan 0.4649 0.0724 -18.6287 0.7902 4.1980 0.8280 4.8924 1.8769 0.0843 0.0234 -170.6342 0.9475 3 2 0 0 0 0 0
0 3 1.0000 2.6459 0.4609 0.0116 0.4199 0.1008 3.3800 0.0960 3.9046 0.2119 0.0116 0.1491 -230.6994 1.7077 1 3 0 0 0 0 0
1 3 2.0010 2.4494 0.0479 0.0142 -117.7140 1.7831 5.2028 1.7831 0.6253 0.4635 0.0170 0.0105 -243.2901 1.0597 3 2 0 0 0 0 0
1 3 2.0010 2.4494 0.0792 0.0143 -17.6997 1.5239 5.2610 1.5390 1.0442 0.5493 0.0170 0.0105 -243.2901 1.0597 3 2 0 0 0 0 0
1 3 2.0010 2.4494 0.1961 0.0140 -0.4831 0.6319 5.5776 0.6514 2.7422 0.5382 0.0170 0.0105 -243.2901 1.0597 3 2 0 0 0 0 0
2 3 3.0013 1.7311 0.3536 0.0004 2.7670 0.0340 3.6011 0.0407 3.1917 0.0398 0.0018 0.0000 -220.2611 9.0823 3 2 0 0 0 0 1
2 3 3.0013 1.7311 0.0170 0.0019 -46.5629 1.0102 6.4620 1.0161 0.2759 0.0793 0.0018 0.0000 -220.2611 9.0823 3 2 0 0 0 0 1
2 3 3.0013 1.7311 0.0535 0.0017 -16.7891 0.4700 10.3569 0.6899 1.3890 0.1394 0.0018 0.0000 -220.2611 9.0823 3 2 0 0 1 0 1
3 3 nan nan 0.6283 0.0602 2.0217 0.2351 2.2920 0.3526 3.6099 0.9544 0.0312 0.0039 -336.1166 1.8210 3 3 0 0 0 0 1
3 3 nan nan 0.2189 0.0407 -18.8187 0.6620 3.4288 0.7555 1.8813 0.8411 0.0312 0.0039 -336.1166 1.8210 3 3 0 0 0 0 1
3 3 nan nan 0.2255 0.0287 -6.2684 2.0149 13.8435 1.3713 7.8237 1.8686 0.0312 0.0039 -336.1166 1.8210 3 3 0 0 0 1 1
4 3 nan nan 0.3586 0.0027 9.3956 0.0617 3.6868 0.0614 3.3144 0.0807 0.0019 0.1411 -338.8934 0.5297 3 3 0 0 0 0 2
4 3 nan nan 0.0306 0.0034 0.5857 0.6977 2.4809 0.4051 0.1900 0.0559 0.0019 0.1411 -338.8934 0.5297 3 3 0 0 0 0 2
4 3 nan nan 0.0034 0.0010 -13.0418 9.2563 12.9205 8.2063 0.1111 0.1231 0.0019 0.1411 -338.8934 0.5297 3 3 0 0 0 1 2
5 3 nan nan 0.3944 0.0270 -1.6445 0.6788 8.5792 0.6788 8.4808 1.2981 0.0436 0.5208 -121.7882 0.9654 1 3 0 0 0 0 0
6 3 nan nan 0.7146 0.0311 0.6235 0.2794 4.6373 0.2707 8.3059 0.8678 0.0316 0.0151 -145.1597 2.0415 2 3 0 0 0 0 0
6 3 nan nan 0.1300 0.0216 -19.1836 2.2373 8.6619 2.4159 2.8227 1.3859 0.0316 0.0151 -145.1597 2.0415 2 3 0 0 0 0 0
0 4 1.0000 3.0003 0.2890 0.0212 3.5253 0.5261 6.2256 0.5261 4.5102 0.7391 0.0306 0.0881 -142.1344 0.7306 2 3 0 0 0 0 0
0 4 1.0000 3.0003 0.0727 0.0237 -35.0331 1.8625 4.9369 1.8624 0.8999 0.7442 0.0306 0.0881 -142.1344 0.7306 2 3 0 0 0 0 0
1 4 2.0013 2.8284 0.2407 0.0090 0.6476 0.1721 3.9813 0.1709 2.4022 0.1966 0.0100 0.3150 -284.4041 1.1304 3 2 0 0 0 0 0
1 4 2.0013 2.8284 0.0939 0.0096 -64.9973 0.4134 3.4851 0.4090 0.8200 0.1898 0.0100 0.3150 -284.4041 1.1304 3 2 0 0 0 0 0
1 4 2.0013 2.8284 0.0226 0.0074 257.1064 2.2320 5.9286 2.2320 0.3364 0.2776 0.0100 0.3150 -284.4041 1.1304 3 2 0 0 0 0 0
2 4 3.0019 2.2352 0.1249 0.0044 7.7881 0.1299 3.1366 0.1256 0.9817 0.0751 0.0042 0.0282 -318.7030 1.2172 1 2 0 0 0 0 0
3 4 nan nan 0.1595 0.0151 -6.4293 0.7835 7.1653 0.7835 2.8652 0.6144 0.0194 0.0127 -145.5336 3.9775 1 2 0 0 0 0 0
4 4 nan nan 0.2365 0.0199 -4.3890 0.7187 7.3804 0.7187 4.3745 0.8308 0.0310 0.1164 -216.6972 1.3950 3 2 0 0 0 0 0
4 4 nan nan 0.0780 0.0219 37.5965 1.9819 6.1068 1.9820 1.1940 0.8320 0.0310 0.1164 -216.6972 1.3950 3 2 0 0 0 0 0
4 4 nan nan 0.0600 0.0175 293.6743 3.2229 9.5598 3.2229 1.4380 1.0462 0.0310 0.1164 -216.6972 1.3950 3 2 0 0 0 0 0
5 4 nan nan 0.3056 0.0078 -0.1520 0.0732 3.7034 0.1156 2.8372 0.1632 0.0046 0.0068 -217.5700 0.9028 3 2 0 0 0 0 0
5 4 nan nan 0.0139 0.0028 -15.0996 7.4164 14.8919 5.5803 0.5202 0.3411 0.0046 0.0068 -217.5700 0.9028 3 2 0 0 0 1 0
5 4 nan nan 0.0248 0.0130 18.0018 0.8227 2.2815 1.8615 0.1420 0.2504 0.0046 0.0068 -217.5700 0.9028 3 2 0 0 0 0 0
6 4 nan nan 0.5920 0.0365 -22.1231 0.2343 3.1825 0.2215 4.7229 0.6403 0.0393 0.1122 -197.9177 0.3946 3 2 0 0 0 0 0
6 4 nan nan 0.7604 0.0328 0.8491 0.2044 4.0921 0.2036 7.7998 0.7415 0.0393 0.1122 -197.9177 0.3946 3 2 0 0 0 0 0
6 4 nan nan 0.0828 0.0266 -100.4129 2.3212 6.2661 2.3213 1.3006 1.0539 0.0393 0.1122 -197.9177 0.3946 3 2 0 0 0 0 0
0 5 1.0000 3.3170 0.2411 0.0155 8.5271 0.3405 4.5692 0.3425 2.7617 0.3978 0.0185 0.0670 -252.9244 0.8654 3 2 0 0 0 0 0
0 5 1.0000 3.3170 0.0461 0.0119 -21.0588 2.3198 7.7772 2.3468 0.8983 0.5733 0.0185 0.0670 -252.9244 0.8654 3 2 0 0 0 0 0
0 5 1.0000 3.3170 0.0320 0.0106 150.5742 3.7113 9.6696 3.7113 0.7766 0.6551 0.0185 0.0670 -252.9244 0.8654 3 2 0 0 0 0 0
1 5 2.0016 3.1623 0.3500 0.0440 3.3353 0.3169 2.6293 0.3951 2.3065 0.6798 0.0286 0.0005 -208.9374 1.6798 2 2 0 0 0 0 0
1 5 2.0016 3.1623 0.0865 0.0285 -132.2346 1.6050 4.2125 1.6009 0.9130 0.7622 0.0286 0.0005 -208.9374 1.6798 2 2 0 0 0 0 0
2 5 3.0025 2.6448 0.3389 0.0429 -8.9591 1.0866 7.4284 1.0866 6.3108 1.8394 0.0562 0.4994 -265.9614 1.1925 2 1 0 0 0 0 1
2 5 3.0025 2.6448 0.0978 0.0197 193.5262 8.2099 35.3406 8.2099 8.6655 4.1619 0.0562 0.4994 -265.9614 1.1925 2 1 0 0 0 1 1
3 5 4.0023 1.4109 1.1628 0.0828 -0.3008 0.2694 3.2908 0.2720 9.5918 1.5321 0.0756 0.4314 -83.9281 2.6354 1 2 0 0 0 0 0
4 5 nan nan 0.1299 0.0205 0.4906 0.2380 3.7207 0.4236 1.2116 0.3510 0.0063 0.3295 -207.2977 0.7828 2 1 0 0 0 0 0
4 5 nan nan 0.0198 0.0074 -9.5833 8.0762 8.3822 4.8663 0.4167 0.4872 0.0063 0.3295 -207.2977 0.7828 2 1 0 0 0 0 0
5 5 nan nan 0.3634 0.0195 2.9981 0.3815 6.1484 0.3815 5.6002 0.6671 0.0249 0.0413 -145.8734 2.3807 1 3 0 0 0 0 0
