x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
6 2 nan nan 0.0772 0.0073 0.5468 0.2978 2.8117 0.3195 0.5444 0.1194 0.0065 0.1718 -1042.7583 1.2349 1 1 0 0 0 0 0
7 2 nan nan 0.0366 0.0051 2.4399 0.5954 3.7763 0.5938 0.3461 0.1104 0.0057 0.8136 -1113.0964 0.9816 1 1 0 0 0 0 0
8 2 nan nan 0.2726 0.0255 -1.3265 0.3891 3.5724 0.3844 2.4411 0.5161 0.0279 0.0351 -763.2084 0.9307 1 1 0 0 0 0 0
0 3 1.0000 2.6459 0.0463 0.0033 -2.5985 0.2393 3.2259 0.2642 0.3746 0.0594 0.0024 0.0021 -1312.9269 1.3523 1 0 0 0 0 0 0
1 3 2.0010 2.4494 0.0989 0.0055 -3.0913 0.1063 2.4661 0.1525 0.6112 0.0739 0.0028 0.0000 -1240.0299 1.9461 1 1 0 0 0 0 0
2 3 3.0013 1.7311 0.0576 0.0063 -2.5180 0.3917 3.4473 0.4114 0.4978 0.1205 0.0062 0.0692 -1071.6400 1.2451 1 1 0 0 0 0 0
3 3 nan nan 0.1619 0.0245 -2.2246 0.4648 3.0904 0.5270 1.2539 0.4363 0.0214 0.4269 -802.9207 1.1687 1 1 0 0 0 0 0
4 3 nan nan 0.0843 0.0288 -1.5784 0.7873 1.8911 0.7244 0.3998 0.3418 0.0103 0.0327 -916.8831 1.1302 1 1 0 0 0 0 0
5 3 nan nan 0.0638 0.0037 0.1275 0.2372 3.5567 0.2342 0.5692 0.0723 0.0028 0.0009 -1440.3921 1.4922 1 1 0 0 0 0 0
6 3 nan nan 0.2541 0.0189 -4.6099 0.4005 1.8955 0.1989 1.2074 0.2257 0.0203 0.5640 -808.6140 1.0679 1 1 0 0 0 0 0
8 3 nan nan 0.0718 0.0051 0.4752 0.2588 3.2058 0.2628 0.5769 0.0912 0.0052 0.0261 -1112.7017 1.1974 1 1 0 0 0 0 0
0 4 1.0000 3.0003 0.0266 0.0025 2.0734 0.8820 8.2533 0.8820 0.5501 0.1152 0.0034 0.0000 -1135.7257 2.1133 1 1 0 0 1 0 0
2 4 3.0019 2.2352 0.0951 0.0131 -0.9103 0.5613 3.4711 0.5407 0.8275 0.2602 0.0144 0.1260 -903.5560 1.0116 1 1 0 0 0 0 0
3 4 nan nan 0.0568 0.0077 -3.4435 0.6472 4.1197 0.6475 0.5865 0.1845 0.0090 0.2212 -1033.7343 1.0054 1 1 0 0 0 0 0
4 4 nan nan 0.0352 0.0050 -0.7369 0.5304 2.8891 0.4396 0.2550 0.0803 0.0054 0.0486 -1132.5908 1.0300 1 1 0 0 0 0 0
5 4 nan nan 0.2015 0.0109 -4.3130 0.3092 1.8200 0.1512 0.9193 0.1302 0.0107 0.4859 -960.7825 0.9023 1 1 0 0 0 0 0
6 4 nan nan 0.1155 0.0124 -0.1625 0.3928 2.5398 0.2978 0.7351 0.1743 0.0125 0.3572 -939.5048 1.1225 1 1 0 0 0 0 0
7 4 nan nan 0.1703 0.0263 -3.6614 0.4742 2.0880 0.4023 0.8913 0.3357 0.0176 0.0445 -852.0976 1.0931 1 1 0 0 0 0 0
8 4 nan nan 0.0600 0.0062 -2.1326 0.2253 2.6646 0.3099 0.4008 0.0927 0.0041 0.0146 -1136.8392 1.2715 1 1 0 0 0 0 0
1 5 2.0016 3.1623 0.0207 0.0048 0.0737 0.8323 2.0662 0.6067 0.1073 0.0637 0.0032 0.0035 -3046.6228 1.1993 1 0 0 0 0 0 0
3 5 4.0023 1.4109 0.0678 0.0084 7.7538 0.4861 2.1000 0.3250 0.3571 0.1065 0.0072 0.0138 -1053.2965 1.3117 1 1 0 0 0 0 0
5 5 nan nan 0.2152 0.0542 -3.4296 0.5707 1.9620 0.5981 1.0584 0.6703 0.0218 0.0838 -777.1538 1.0829 1 1 0 0 0 0 0
6 5 nan nan 0.1408 0.0113 -0.9632 0.2967 2.5400 0.2201 0.8963 0.1556 0.0114 0.2138 -947.4265 1.2481 1 1 0 0 0 0 0
7 5 nan nan 0.0739 0.0071 -0.2203 0.3710 3.1765 0.3417 0.5883 0.1261 0.0077 0.3447 -1026.1007 1.0184 1 1 0 0 0 0 0
