x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 2 1.0000 2.2362 0.3112 0.0163 -2.5043 0.1282 1.7332 0.1624 1.3521 0.2042 0.0431 0.0000 -1356.9645 1.9868 3 3 0 0 0 0 0
0 2 1.0000 2.2362 0.0710 0.0100 -10.8132 0.8543 3.9062 0.9269 0.6955 0.2865 0.0431 0.0000 -1356.9645 1.9868 3 3 0 0 0 1 0
1 2 2.0007 1.9999 1.3357 0.0610 -15.5906 0.2024 3.5524 0.2246 11.8944 1.3298 0.1918 0.0000 -276.8816 7.5672 3 3 0 0 1 1 0
1 2 2.0007 1.9999 2.4104 0.0775 2.9408 0.0768 2.0700 0.0771 12.5069 0.8826 0.1918 0.0000 -276.8816 7.5672 3 3 0 0 1 0 0
1 2 2.0007 1.9999 0.7996 0.0880 -6.6560 0.2301 1.6477 0.2336 3.3026 0.8832 0.1918 0.0000 -276.8816 7.5672 3 3 0 0 0 0 0
2 2 3.0007 0.9990 0.1404 0.0119 5.1378 0.0321 0.6561 0.0535 0.2310 0.0401 0.0052 0.0000 -2537.2876 13.3640 3 3 0 0 0 0 0
2 2 3.0007 0.9990 0.7342 0.0046 2.9528 0.0269 1.8053 0.0205 3.3223 0.0587 0.0052 0.0000 -2537.2876 13.3640 3 3 0 0 1 0 0
2 2 3.0007 0.9990 0.0547 0.0012 -13.2478 0.4198 12.8351 0.3956 1.7590 0.0946 0.0052 0.0000 -2537.2876 13.3640 3 3 0 0 1 1 0
3 2 nan nan 0.6120 0.0057 10.8275 0.0125 0.8526 0.0128 1.3078 0.0319 0.0064 0.0000 -1929.6025 7.8636 3 3 0 0 1 0 0
3 2 nan nan 0.4149 0.0062 8.6003 0.0166 0.7106 0.0159 0.7390 0.0278 0.0064 0.0000 -1929.6025 7.8636 3 3 0 1 1 0 0
3 2 nan nan 0.1837 0.0049 8.7348 0.0637 4.0642 0.0691 1.8710 0.0822 0.0064 0.0000 -1929.6025 7.8636 3 3 0 1 1 1 0
0 3 1.0000 2.6459 1.1083 0.1336 2.1208 0.1273 1.1261 0.1605 3.1285 0.8765 0.1799 0.0000 -335.4813 5.7821 3 3 0 1 1 0 0
0 3 1.0000 2.6459 1.1240 0.2971 0.1702 0.4356 4.2057 0.7036 11.8492 5.6390 0.1799 0.0000 -335.4813 5.7821 3 3 0 1 1 0 0
0 3 1.0000 2.6459 0.3368 0.1383 -8.9728 6.6971 8.2630 3.1992 6.9753 6.6746 0.1799 0.0000 -335.4813 5.7821 3 3 0 0 1 1 0
1 3 2.0010 2.4494 2.4364 0.2942 2.2514 0.7743 2.5196 0.4460 15.3874 4.9108 0.2403 0.0000 -269.5453 5.4110 3 3 0 0 0 0 0
1 3 2.0010 2.4494 1.7271 0.7377 6.1068 0.4458 1.6694 0.3031 7.2272 4.9597 0.2403 0.0000 -269.5453 5.4110 3 3 0 0 0 0 0
1 3 2.0010 2.4494 1.3234 0.0696 -11.8876 0.2294 3.7526 0.2400 12.4482 1.4923 0.2403 0.0000 -269.5453 5.4110 3 3 0 0 1 1 0
2 3 3.0013 1.7311 1.9460 0.0974 2.3422 0.0360 0.6616 0.0416 3.2271 0.3744 0.1306 0.0000 -471.6172 6.0551 3 3 0 0 0 0 0
2 3 3.0013 1.7311 1.8604 0.0475 -0.3146 0.1244 3.6752 0.1050 17.1387 0.9397 0.1306 0.0000 -471.6172 6.0551 3 3 0 0 1 0 0
2 3 3.0013 1.7311 0.7518 0.0366 -14.2880 0.2494 4.0145 0.2697 7.5656 0.9012 0.1306 0.0000 -471.6172 6.0551 3 3 0 0 1 0 0
3 3 nan nan 1.8152 0.1810 -14.0373 0.0596 0.5238 0.0618 2.3834 0.5468 0.2215 0.0000 -238.9084 6.7863 2 3 0 0 1 0 0
3 3 nan nan 0.6700 0.0416 -5.6540 0.7517 10.0529 0.7095 16.8820 2.3147 0.2215 0.0000 -238.9084 6.7863 2 3 0 0 1 1 0
0 4 1.0000 3.0003 0.0698 0.0051 -2.5860 0.4912 8.0517 0.4711 1.4094 0.1921 0.0169 0.0000 -1431.3937 4.1680 3 3 0 1 1 1 0
0 4 1.0000 3.0003 0.8202 0.0091 -0.6893 0.0191 1.2298 0.0217 2.5286 0.0731 0.0169 0.0000 -1431.3937 4.1680 3 3 0 1 1 0 0
0 4 1.0000 3.0003 0.3946 0.0096 2.7131 0.0355 0.9526 0.0351 0.9423 0.0584 0.0169 0.0000 -1431.3937 4.1680 3 3 0 0 1 0 0
1 4 2.0013 2.8284 2.5016 0.0830 -1.9865 0.1194 3.1187 0.1228 19.5558 1.4440 0.2591 0.0000 -231.5803 5.4588 2 3 0 0 1 1 0
1 4 2.0013 2.8284 3.0941 0.1571 -10.7186 0.0508 0.8587 0.0511 6.6596 0.7547 0.2591 0.0000 -231.5803 5.4588 2 3 0 0 1 0 0
