x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 3 1.0000 2.6459 0.8289 0.0639 -16.2899 0.0594 0.6750 0.0614 1.4026 0.2457 0.0902 0.0000 -871.9500 3.0773 4 4 1 0 0 0 0
0 3 1.0000 2.6459 0.6589 0.0157 -7.1098 0.4672 15.3603 0.3698 25.3704 1.2308 0.0902 0.0000 -871.9500 3.0773 4 4 1 0 1 1 0
0 3 1.0000 2.6459 0.2790 0.0430 -21.8223 0.2714 1.5929 0.2970 1.1141 0.4116 0.0902 0.0000 -871.9500 3.0773 4 4 1 0 0 0 0
1 3 2.0010 2.4494 0.7335 0.0047 3.0810 0.0156 2.1165 0.0156 3.8911 0.0539 0.0626 0.0000 -2221.2078 0.2897 1 4 7 0 0 0 0
2 3 3.0013 1.7311 0.1596 0.0169 12.6967 0.1752 1.0985 0.0894 0.4394 0.0860 0.0031 0.0000 -1526.2637 0.2438 5 4 3 0 0 0 0
2 3 3.0013 1.7311 0.4462 0.0115 8.8048 0.0437 1.1305 0.0319 1.2645 0.0693 0.0031 0.0000 -1526.2637 0.2438 5 4 3 1 0 0 0
2 3 3.0013 1.7311 0.5013 0.0316 10.8808 0.0251 0.8716 0.0295 1.0952 0.1085 0.0031 0.0000 -1526.2637 0.2438 5 4 3 0 0 0 0
2 3 3.0013 1.7311 0.0195 0.0026 3.4979 0.1195 0.9549 0.1527 0.0468 0.0148 0.0031 0.0000 -1526.2637 0.2438 5 4 3 0 0 0 0
2 3 3.0013 1.7311 0.1104 0.0044 6.6653 0.2003 3.8207 0.0945 1.0571 0.0689 0.0031 0.0000 -1526.2637 0.2438 5 4 3 1 0 1 0
0 4 1.0000 3.0003 1.3399 0.0478 2.0963 0.0920 1.9809 0.1242 6.6532 0.6693 0.1153 0.0000 -665.7977 1.3510 5 4 1 0 0 0 0
0 4 1.0000 3.0003 1.2839 0.0648 7.0614 0.0440 0.7263 0.0462 2.3376 0.2743 0.1153 0.0000 -665.7977 1.3510 5 4 1 0 0 0 0
0 4 1.0000 3.0003 1.2913 0.0760 -1.7754 0.0504 0.7772 0.0555 2.5156 0.3384 0.1153 0.0000 -665.7977 1.3510 5 4 1 0 0 0 0
0 4 1.0000 3.0003 0.4016 0.0196 -9.1827 0.8081 13.2643 0.6036 13.3530 1.2895 0.1153 0.0000 -665.7977 1.3510 5 4 1 0 0 1 0
0 4 1.0000 3.0003 0.6522 0.0655 -5.2627 0.0790 0.7038 0.0848 1.1506 0.2681 0.1153 0.0000 -665.7977 1.3510 5 4 1 0 0 0 0
1 4 2.0013 2.8284 1.9646 0.0689 3.5598 0.0770 2.4986 0.1057 12.3049 0.9701 0.1413 0.0000 -751.4761 2.6776 4 5 3 0 0 0 0
1 4 2.0013 2.8284 1.1939 0.0776 -48.2958 0.0796 1.0602 0.0796 3.1728 0.4599 0.1413 0.0000 -751.4761 2.6776 4 5 3 0 0 0 0
1 4 2.0013 2.8284 0.6784 0.0271 -9.3840 0.7223 9.1173 0.6772 15.5044 1.8172 0.1413 0.0000 -751.4761 2.6776 4 5 3 0 0 1 0
1 4 2.0013 2.8284 0.6865 0.0671 18.2148 0.1608 1.4210 0.1617 2.4452 0.5446 0.1413 0.0000 -751.4761 2.6776 4 5 3 0 0 0 0
2 4 3.0019 2.2352 1.6861 0.0486 -3.1335 0.0233 0.8605 0.0302 3.6370 0.2361 0.0620 0.0000 -966.5455 2.2583 6 5 1 0 0 0 0
2 4 3.0019 2.2352 0.8932 0.0513 2.0029 0.0419 0.7634 0.0562 1.7092 0.2312 0.0620 0.0000 -966.5455 2.2583 6 5 1 1 0 0 0
2 4 3.0019 2.2352 0.3426 0.0484 5.9411 0.0954 0.6774 0.1268 0.5818 0.2066 0.0620 0.0000 -966.5455 2.2583 6 5 1 0 0 0 0
2 4 3.0019 2.2352 1.2853 0.0366 0.5016 0.1926 3.8273 0.1293 12.3302 0.7794 0.0620 0.0000 -966.5455 2.2583 6 5 1 1 0 0 0
2 4 3.0019 2.2352 0.6010 0.0219 -14.6899 0.2902 5.6967 0.2523 8.5813 0.7070 0.0620 0.0000 -966.5455 2.2583 6 5 1 1 0 0 0
2 4 3.0019 2.2352 0.6551 0.0381 -12.7605 0.0607 0.9781 0.0723 1.6062 0.2190 0.0620 0.0000 -966.5455 2.2583 6 5 1 1 0 0 0
0 5 1.0000 3.3170 1.3833 0.0663 -13.9518 0.0620 1.1068 0.0633 3.8376 0.4141 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 0 0 0
0 5 1.0000 3.3170 0.6305 0.0581 -19.7651 0.1540 1.4445 0.1571 2.2829 0.4816 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 0 0 0
0 5 1.0000 3.3170 0.5753 0.0478 9.8796 0.2130 2.1475 0.2217 3.0969 0.6036 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 0 0 0
0 5 1.0000 3.3170 0.5886 0.0435 19.4914 0.2286 2.6219 0.2416 3.8683 0.6688 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 0 0 0
0 5 1.0000 3.3170 0.6703 0.0679 145.0424 0.1226 1.0484 0.1226 1.7616 0.4051 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 0 0 0
0 5 1.0000 3.3170 0.7827 0.0489 -6.4380 0.1502 2.0798 0.1582 4.0807 0.5846 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 1 0 0
0 5 1.0000 3.3170 0.8874 0.0630 0.6630 0.1020 1.2197 0.1037 2.7129 0.4398 0.1218 0.0000 -1084.2991 1.6776 7 5 1 0 0 0 0
1 5 2.0016 3.1623 0.4863 0.4543 -0.4218 0.1016 0.9850 0.1970 1.2007 1.5863 0.0080 0.0065 -2124.7317 0.6472 7 6 1 1 0 0 0
1 5 2.0016 3.1623 0.3215 0.2335 2.4663 0.3723 1.1544 0.2615 0.9301 1.0396 0.0080 0.0065 -2124.7317 0.6472 7 6 1 1 0 0 0
1 5 2.0016 3.1623 0.0637 0.0037 18.1362 0.0820 1.2359 0.0820 0.1972 0.0252 0.0080 0.0065 -2124.7317 0.6472 7 6 1 0 0 0 0
1 5 2.0016 3.1623 0.3946 0.2602 -1.5408 1.4717 1.6522 0.5105 1.6342 1.9157 0.0080 0.0065 -2124.7317 0.6472 7 6 1 1 0 0 0
1 5 2.0016 3.1623 0.1006 0.1517 3.3010 4.9167 2.4863 1.5743 0.6269 1.9408 0.0080 0.0065 -2124.7317 0.6472 7 6 1 1 0 0 0
1 5 2.0016 3.1623 0.0347 0.0023 -14.5539 0.3598 3.3626 0.3869 0.2921 0.0554 0.0080 0.0065 -2124.7317 0.6472 7 6 1 0 0 0 0
1 5 2.0016 3.1623 0.0601 0.0040 -7.6378 0.1561 1.4363 0.1831 0.2165 0.0438 0.0080 0.0065 -2124.7317 0.6472 7 6 1 0 0 0 0
2 5 3.0025 2.6448 0.7613 0.0953 -37.0887 0.1139 0.7878 0.1139 1.5034 0.4327 0.1132 0.0000 -1159.4900 2.1663 6 6 0 0 0 0 0
2 5 3.0025 2.6448 0.6573 0.0980 -30.0224 0.1282 0.7444 0.1282 1.2264 0.4256 0.1132 0.0000 -1159.4900 2.1663 6 6 0 0 0 0 0
2 5 3.0025 2.6448 1.1584 0.0934 -20.5917 0.0764 0.8203 0.0764 2.3817 0.4316 0.1132 0.0000 -1159.4900 2.1663 6 6 0 0 0 0 0
2 5 3.0025 2.6448 1.4395 0.0440 -2.6096 0.1396 3.8693 0.1519 13.9617 0.9920 0.1132 0.0000 -1159.4900 2.1663 6 6 0 0 0 0 0
2 5 3.0025 2.6448 0.6607 0.0407 17.7398 0.3084 4.3355 0.3105 7.1800 0.9883 0.1132 0.0000 -1159.4900 2.1663 6 6 0 0 0 0 0
2 5 3.0025 2.6448 1.2574 0.0965 -11.0480 0.0704 0.7978 0.0734 2.5146 0.4420 0.1132 0.0000 -1159.4900 2.1663 6 6 0 0 0 0 0
